facility_id,facility_name,primary_sector,emissions_2023,label
1003516,Knox County Landfill,Waste,79811.1,Knox County Landfill [1003516] -- Waste
1000105,Ardagh Glass Inc. (Dolton),Minerals,79743.744,Ardagh Glass Inc. (Dolton) [1000105] -- Minerals
1002256,MARKHAM GAS PROCESSING PLANT,Petroleum and Natural Gas Systems,79632.816,MARKHAM GAS PROCESSING PLANT [1002256] -- Petroleum and Natural Gas Systems
1005337,"DECORATIVE PANELS INTERNATIONAL, INC.",Other,79610.356,"DECORATIVE PANELS INTERNATIONAL, INC. [1005337] -- Other"
1000656,The President and Fellows of Harvard University (Cambridge Allston Blackstone),Other,79476.042,The President and Fellows of Harvard University (Cambridge Allston Blackstone) [1000656] -- Other
1007810,SUMNER LANDFILL,Waste,79474.198,SUMNER LANDFILL [1007810] -- Waste
1004254,CAMPBELL SOUP COMPANY (0335010105),Other,79401.452,CAMPBELL SOUP COMPANY (0335010105) [1004254] -- Other
1002045,THIELE KAOLIN SANDERSVILLE,Other,79377.15,THIELE KAOLIN SANDERSVILLE [1002045] -- Other
1001770,MOCCASIN MIKE SANITARY LANDFILL,Waste,79332.25,MOCCASIN MIKE SANITARY LANDFILL [1001770] -- Waste
1005929,HERON LAKE BIOENERGY LLC,Other,79209.552,HERON LAKE BIOENERGY LLC [1005929] -- Other
1006446,University of Arizona,Other,79182.052,University of Arizona [1006446] -- Other
1003574,EGAN,Petroleum and Natural Gas Systems,79181.422,EGAN [1003574] -- Petroleum and Natural Gas Systems
1000201,UNIVERSITY OF TENNESSEE STEAM PLANT,Other,79077.452,UNIVERSITY OF TENNESSEE STEAM PLANT [1000201] -- Other
1004152,NUCOR STEEL BIRMINGHAM INC,Metals,78877.922,NUCOR STEEL BIRMINGHAM INC [1004152] -- Metals
1008750,"Solvay Specialty Polymers USA, L.L.C.",Other,78715.504,"Solvay Specialty Polymers USA, L.L.C. [1008750] -- Other"
1002626,FORD MOTOR COMPANY - FORD KENTUCKY TRUCK PLANT,Other,78715.304,FORD MOTOR COMPANY - FORD KENTUCKY TRUCK PLANT [1002626] -- Other
1006459,Nelson County Solid Waste Disposal Facility,Waste,78580.75,Nelson County Solid Waste Disposal Facility [1006459] -- Waste
1002167,BARTHOLOMEW COUNTY LANDFILL II,Waste,78387.9,BARTHOLOMEW COUNTY LANDFILL II [1002167] -- Waste
1001224,Brush Power Projects,Power Plants,78196.372,Brush Power Projects [1001224] -- Power Plants
1006883,Armstrong World Industries Inc,Other,78086.356,Armstrong World Industries Inc [1006883] -- Other
1000028,Ardagh Glass Inc. (Pevely),Minerals,77742.556,Ardagh Glass Inc. (Pevely) [1000028] -- Minerals
1006954,TRANSCO STATION 105,Petroleum and Natural Gas Systems,77693.316,TRANSCO STATION 105 [1006954] -- Petroleum and Natural Gas Systems
1005849,U S SALT - WATKINS GLEN REFINERY,Other,77690.308,U S SALT - WATKINS GLEN REFINERY [1005849] -- Other
1004230,"POET Biorefining - Preston, LLC",Other,77680.608,"POET Biorefining - Preston, LLC [1004230] -- Other"
1008768,Microchip Technology Inc.,Other,77656.722351,Microchip Technology Inc. [1008768] -- Other
1005031,Port Allen Complex,Natural Gas and Natural Gas Liquids Suppliers,77628.138,Port Allen Complex [1005031] -- Natural Gas and Natural Gas Liquids Suppliers
1000003,Ardagh Glass Inc. (Henderson),Minerals,77625.44,Ardagh Glass Inc. (Henderson) [1000003] -- Minerals
1010066,NXP Semiconductors - EB site,Other,77528.052339,NXP Semiconductors - EB site [1010066] -- Other
1011302,Tucker County Landfill,Waste,77276.75,Tucker County Landfill [1011302] -- Waste
1001664,McWane Ductile - Ohio,Metals,77169.49,McWane Ductile - Ohio [1001664] -- Metals
1005997,PETRO STAR VALDEZ REFINERY,Chemicals,76997.524,PETRO STAR VALDEZ REFINERY [1005997] -- Chemicals
1006351,THREE RIVERS REGIONAL MSW LANDFILL,Waste,76925.5,THREE RIVERS REGIONAL MSW LANDFILL [1006351] -- Waste
1000857,POET BIOREFINING GLENVILLE LLC,Other,76914.56,POET BIOREFINING GLENVILLE LLC [1000857] -- Other
1002179,KIMBERLY-CLARK CORP.,Pulp and Paper,76893.86,KIMBERLY-CLARK CORP. [1002179] -- Pulp and Paper
1001069,REPUBLIC PAPERBOARD CO,Pulp and Paper,76876.06,REPUBLIC PAPERBOARD CO [1001069] -- Pulp and Paper
1005551,FCA JEFFERSON NORTH ASSEMBLY PLANT,Other,76753.86,FCA JEFFERSON NORTH ASSEMBLY PLANT [1005551] -- Other
1011220,Prairie Eagle Mine,Other,76639,Prairie Eagle Mine [1011220] -- Other
1006749,LANDFILL OF NORTH IOWA,Waste,76499.3,LANDFILL OF NORTH IOWA [1006749] -- Waste
1002285,MCCAIN FOODS USA INC,Other,76423.204,MCCAIN FOODS USA INC [1002285] -- Other
1001978,OWENS BROCKWAY GLASS CONTAINER INC. PLT 19,Minerals,76400.856,OWENS BROCKWAY GLASS CONTAINER INC. PLT 19 [1001978] -- Minerals
1006504,UNIVERSITY OF UTAH,Other,76305.412,UNIVERSITY OF UTAH [1006504] -- Other
1003052,GERDAU - FORT SMITH MILL,Metals,76305.292,GERDAU - FORT SMITH MILL [1003052] -- Metals
1005977,Ardagh Glass Inc. (Burlington),Minerals,76121.098,Ardagh Glass Inc. (Burlington) [1005977] -- Minerals
1007876,SHAW INDUSTRIES GROUP INC. P LANT 8S,Other,75900.164,SHAW INDUSTRIES GROUP INC. P LANT 8S [1007876] -- Other
1001861,"American Sugar Refining, Inc. - Yonkers Refinery",Other,75865.106,"American Sugar Refining, Inc. - Yonkers Refinery [1001861] -- Other"
1003385,HEXCEL CORPORATION,Other,75694.764,HEXCEL CORPORATION [1003385] -- Other
1006708,CMC Steel New Jersey,Metals,75626.996,CMC Steel New Jersey [1006708] -- Metals
1004540,Wheelabrator Lisbon Inc.,Waste,75615.104,Wheelabrator Lisbon Inc. [1004540] -- Waste
1006876,ORCHARD RIDGE LANDFILL & MRF,Waste,75485.524,ORCHARD RIDGE LANDFILL & MRF [1006876] -- Waste
1007220,CARGILL MEAT SOLUTIONS,Other,75427.764,CARGILL MEAT SOLUTIONS [1007220] -- Other
1001929,UNIVERSITY OF VIRGINIA,Other,75337.936,UNIVERSITY OF VIRGINIA [1001929] -- Other
1005755,CASCADE STEEL ROLLING MILLS INC,Metals,75234.72,CASCADE STEEL ROLLING MILLS INC [1005755] -- Metals
1001627,CUMBERLAND COUNTY ANN STREET LANDFILL,Waste,75195.5,CUMBERLAND COUNTY ANN STREET LANDFILL [1001627] -- Waste
1002203,"MORTON SALT, INC.",Chemicals,75129.968,"MORTON SALT, INC. [1002203] -- Chemicals"
1003465,ROCKY MOUNTAIN BOTTLE COMPANY,Minerals,75102.608,ROCKY MOUNTAIN BOTTLE COMPANY [1003465] -- Minerals
1005024,FORD MOTOR COMPANY - FORD KANSAS CITY ASSEMBLY PLANT,Other,75073.968,FORD MOTOR COMPANY - FORD KANSAS CITY ASSEMBLY PLANT [1005024] -- Other
1004833,EVONIK CORPORATION TIPPECANOE LABORATORIES,Chemicals,75021.268,EVONIK CORPORATION TIPPECANOE LABORATORIES [1004833] -- Chemicals
1007404,AMERICAN GYPSUM COMPANY,Minerals,74893.268,AMERICAN GYPSUM COMPANY [1007404] -- Minerals
1010141,Cypress Semiconductor,Other,74831.493784,Cypress Semiconductor [1010141] -- Other
1002526,BUNGE NORTH AMERICA,Other,74719.568,BUNGE NORTH AMERICA [1002526] -- Other
1004520,NORTHWESTERN UNIVERSITY,Other,74623.42,NORTHWESTERN UNIVERSITY [1004520] -- Other
1002313,US GYPSUM - SPERRY PLANT,Minerals,74569.82,US GYPSUM - SPERRY PLANT [1002313] -- Minerals
1004687,NESTLE PURINA PET CARE CO,Other,74473.144,NESTLE PURINA PET CARE CO [1004687] -- Other
1003484,EXXONMOBIL CHEMICAL CO - BATON ROUGE PLASTICS PLANT,Other,74312.72,EXXONMOBIL CHEMICAL CO - BATON ROUGE PLASTICS PLANT [1003484] -- Other
1002246,Bayer CropScience LP,Chemicals,73943.572,Bayer CropScience LP [1002246] -- Chemicals
1005855,"MARTIN MARIETTA MAGNESIA SPECIALTIES, LLC",Minerals,73890.772,"MARTIN MARIETTA MAGNESIA SPECIALTIES, LLC [1005855] -- Minerals"
1007662,NEW RIVER RESOURCE AUTHORITY REGIONAL SOLID WASTE MANAGEMENT FACILITY,Waste,73762.5,NEW RIVER RESOURCE AUTHORITY REGIONAL SOLID WASTE MANAGEMENT FACILITY [1007662] -- Waste
1001143,CHIPPEWA VALLEY ETHANOL COMPANY,Other,73724.302,CHIPPEWA VALLEY ETHANOL COMPANY [1001143] -- Other
1004307,ALBEMARLE CORPORATION-SOUTH PLANT,Chemicals,73523.124,ALBEMARLE CORPORATION-SOUTH PLANT [1004307] -- Chemicals
1003387,KENT COUNTY WASTE TO ENERGY FACILITY,Waste,73486.024,KENT COUNTY WASTE TO ENERGY FACILITY [1003387] -- Waste
1003426,MMSD-JONES ISLAND WASTEWATER TREATMENT PLANT,Other,73395.356,MMSD-JONES ISLAND WASTEWATER TREATMENT PLANT [1003426] -- Other
1001677,KAAPA ETHANOL LLC,Other,73391.124,KAAPA ETHANOL LLC [1001677] -- Other
1001678,ICM Biofuels LLC,Other,73283.024,ICM Biofuels LLC [1001678] -- Other
1001703,TYSON FRESH MEATS INC,Other,73267.566,TYSON FRESH MEATS INC [1001703] -- Other
1005465,EVONIK CORPORATION,Chemicals,73207.068,EVONIK CORPORATION [1005465] -- Chemicals
1001987,OWENS-BROCKWAY GLASS CONTAINER INC PLANT #35,Minerals,73109.052,OWENS-BROCKWAY GLASS CONTAINER INC PLANT #35 [1001987] -- Minerals
1005691,Waha Gas Plant,Injection of CO2,73030.398,Waha Gas Plant [1005691] -- Injection of CO2
1007918,FCA STERLING HEIGHTS ASSEMBLY PLANT,Other,73005.676,FCA STERLING HEIGHTS ASSEMBLY PLANT [1007918] -- Other
1007565,THE ANDERSONS MARATHON HOLDINGS LLC,Other,72860.176,THE ANDERSONS MARATHON HOLDINGS LLC [1007565] -- Other
1007520,NATIONAL SERV-ALL LANDFILL,Waste,72771.396,NATIONAL SERV-ALL LANDFILL [1007520] -- Waste
1005805,FILLMORE COMPRESSOR STATION,Petroleum and Natural Gas Systems,72740.336,FILLMORE COMPRESSOR STATION [1005805] -- Petroleum and Natural Gas Systems
1001921,MEDICAL CENTER COMPANY,Power Plants,72723.076,MEDICAL CENTER COMPANY [1001921] -- Power Plants
1003280,PACKAGING CORP. OF AMERICA,Pulp and Paper,72717.09,PACKAGING CORP. OF AMERICA [1003280] -- Pulp and Paper
1005668,FORD MOTOR COMPANY - FORD ROUGE SITE,Other,72646.276,FORD MOTOR COMPANY - FORD ROUGE SITE [1005668] -- Other
1002262,"ELECTRIC GLASS FIBER AMERICA, LLC",Minerals,72506.962,"ELECTRIC GLASS FIBER AMERICA, LLC [1002262] -- Minerals"
1007253,Air Liquide Hydrogen Plant,Chemicals,72276.6,Air Liquide Hydrogen Plant [1007253] -- Chemicals
1002807,Gold Bond - SHI Plant,Minerals,72151.528,Gold Bond - SHI Plant [1002807] -- Minerals
1000429,Pennsauken Sanitary Landfill,Waste,71990.55,Pennsauken Sanitary Landfill [1000429] -- Waste
1001735,HILMAR CHEESE COMPANY,Other,71906.376,HILMAR CHEESE COMPANY [1001735] -- Other
1010003,Los Gatos Tomato Products,Other,71866.48,Los Gatos Tomato Products [1010003] -- Other
1001961,OWENS BROCKWAY GLASS CONTAINER INCORPORATED,Minerals,71751.768,OWENS BROCKWAY GLASS CONTAINER INCORPORATED [1001961] -- Minerals
1003712,FRESENIUS MEDICAL CARE,Chemicals,71650.88,FRESENIUS MEDICAL CARE [1003712] -- Chemicals
1002433,BUNGE NORTH AMERICA,Other,71512.48,BUNGE NORTH AMERICA [1002433] -- Other
1002890,FORT CAVAZOS,Waste,71448.628,FORT CAVAZOS [1002890] -- Waste
1001985,JR SIMPLOT COMPANY - FOOD GROUP,Other,71412.092,JR SIMPLOT COMPANY - FOOD GROUP [1001985] -- Other
1001561,US ARMY JOINT BASE LEWIS-MCCHORD,Waste,71410.53,US ARMY JOINT BASE LEWIS-MCCHORD [1001561] -- Waste
1001090,Cargill Texturizing Solutions,Other,71410.232,Cargill Texturizing Solutions [1001090] -- Other
1005772,CERTAINTEED GYPSUM,Minerals,71076.432,CERTAINTEED GYPSUM [1005772] -- Minerals
1005121,Libbey Glass Inc.,Minerals,71038.424,Libbey Glass Inc. [1005121] -- Minerals
1001885,"Hydro Extrusion USA, LLC",Metals,71009.532,"Hydro Extrusion USA, LLC [1001885] -- Metals"
1005960,QUAD CNTY CORN PROCESSORS,Other,70827.084,QUAD CNTY CORN PROCESSORS [1005960] -- Other
1006054,AG PROCESSING INC-EAGLE GROVE,Other,70515.184,AG PROCESSING INC-EAGLE GROVE [1006054] -- Other
1001775,BUNCOMBE COUNTY NEW LANDFILL,Waste,70463.5,BUNCOMBE COUNTY NEW LANDFILL [1001775] -- Waste
1002324,IMCO RECYCLING OF OHIO LLC,Metals,70388.336,IMCO RECYCLING OF OHIO LLC [1002324] -- Metals
1007148,"CP KELCO US, INC.-OKMULGEE",Other,70267.842,"CP KELCO US, INC.-OKMULGEE [1007148] -- Other"
1003736,OFS GPRP Custer Gas Plant,Petroleum and Natural Gas Systems,70208.318,OFS GPRP Custer Gas Plant [1003736] -- Petroleum and Natural Gas Systems
1006369,WHEELABRATOR CONCORD COMPANY LP,Waste,70061.384,WHEELABRATOR CONCORD COMPANY LP [1006369] -- Waste
1003383,HEXCEL CORP,Other,69976.734,HEXCEL CORP [1003383] -- Other
1004831,UWHARRIE ENVIRONMENTAL,Waste,69761,UWHARRIE ENVIRONMENTAL [1004831] -- Waste
1003293,WESTERN MICHIGAN UNIVERSITY,Other,69527.488,WESTERN MICHIGAN UNIVERSITY [1003293] -- Other
1003540,HURON LANDFILL CORPORATION,Waste,69383,HURON LANDFILL CORPORATION [1003540] -- Waste
1003208,ARMSTRONG WORLD IND MARIETTA CEILING PLT,Other,69218.488,ARMSTRONG WORLD IND MARIETTA CEILING PLT [1003208] -- Other
1000092,Kneeland Station,Power Plants,69195.294,Kneeland Station [1000092] -- Power Plants
1004317,General Motors LLC Wentzville,Other,69168.64,General Motors LLC Wentzville [1004317] -- Other
1003191,FLORIDA GAS TRANSMISSION COMPANY - WIGGINS,Petroleum and Natural Gas Systems,68910.794,FLORIDA GAS TRANSMISSION COMPANY - WIGGINS [1003191] -- Petroleum and Natural Gas Systems
1005536,STD STEEL BURNHAM PLT,Metals,68869.968,STD STEEL BURNHAM PLT [1005536] -- Metals
1007571,"Darling In, Ingredients - Fayetteville",Other,68800.84,"Darling In, Ingredients - Fayetteville [1007571] -- Other"
1004040,TEXAS TECH UNIVERSITY,Other,68767.292,TEXAS TECH UNIVERSITY [1004040] -- Other
1002677,CenTrio,Power Plants,68650.524,CenTrio [1002677] -- Power Plants
1007277,PRINGLES MANUFACTURING COMPANY,Other,68627.892,PRINGLES MANUFACTURING COMPANY [1007277] -- Other
1006279,NEWTON COUNTY LANDFILL,Waste,68607.25,NEWTON COUNTY LANDFILL [1006279] -- Waste
1003289,GRIFFIN PIPE PRODUCTS COMPANY - LYNCHBURG,Metals,68595,GRIFFIN PIPE PRODUCTS COMPANY - LYNCHBURG [1003289] -- Metals
1001723,REDFIELD ENERGY LLC,Other,68250.244,REDFIELD ENERGY LLC [1001723] -- Other
1000197,NATIONAL BEEF PACKING CO L.L.C.,Other,68212.944,NATIONAL BEEF PACKING CO L.L.C. [1000197] -- Other
1004780,Gas Transmission Northwest Pipeline Bonanza CS#14,Petroleum and Natural Gas Systems,68113.848,Gas Transmission Northwest Pipeline Bonanza CS#14 [1004780] -- Petroleum and Natural Gas Systems
1006445,ConAgra Foods Inc.,Other,68071.644,ConAgra Foods Inc. [1006445] -- Other
1006440,Stony Point,Petroleum and Natural Gas Systems,68065.252,Stony Point [1006440] -- Petroleum and Natural Gas Systems
1003921,Maxwell Creek Landfill,Waste,68043.75,Maxwell Creek Landfill [1003921] -- Waste
1005583,CHEYENNE LANDFILL,Waste,68038.25,CHEYENNE LANDFILL [1005583] -- Waste
1001851,Smithfield Fresh Meats Corp - Tar Heel,Other,67983.652,Smithfield Fresh Meats Corp - Tar Heel [1001851] -- Other
1006130,Cromwell,Petroleum and Natural Gas Systems,67979.902,Cromwell [1006130] -- Petroleum and Natural Gas Systems
1002020,Elanco Clinton Laboratories,Chemicals,67885.544,Elanco Clinton Laboratories [1002020] -- Chemicals
1004659,UNIVERSITY OF KENTUCKY,Other,67867.192,UNIVERSITY OF KENTUCKY [1004659] -- Other
1004500,ESSITY PROFESSIONAL HYGIENE NORTH AMERICA LLC BARTON OPERATIONS,Pulp and Paper,67703.146,ESSITY PROFESSIONAL HYGIENE NORTH AMERICA LLC BARTON OPERATIONS [1004500] -- Pulp and Paper
1006551,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT 08,Minerals,67648.812,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT 08 [1006551] -- Minerals
1006685,MAYO MEDICAL CENTER - ROCHESTER,Other,67644.982,MAYO MEDICAL CENTER - ROCHESTER [1006685] -- Other
1006011,ROCHDALE VILLAGE,Other,67615.844,ROCHDALE VILLAGE [1006011] -- Other
1002911,OWENS-BROCKWAY GLASS CONTAINER INC. - PLANT 06,Minerals,67571.264,OWENS-BROCKWAY GLASS CONTAINER INC. - PLANT 06 [1002911] -- Minerals
1004984,POET BIOREFINING LADDONIA,Other,67472.196,POET BIOREFINING LADDONIA [1004984] -- Other
1007898,SPRINGHILL REGIONAL LANDFILL,Waste,67223.566,SPRINGHILL REGIONAL LANDFILL [1007898] -- Waste
1007750,Westlake Chemicals & Vinyls LLC,Chemicals,66916.532,Westlake Chemicals & Vinyls LLC [1007750] -- Chemicals
1005773,THE BELDEN BRICK COMPANY (0679000118),Minerals,66878.848,THE BELDEN BRICK COMPANY (0679000118) [1005773] -- Minerals
1005027,Gulf South Pipeline - Mira Station,Petroleum and Natural Gas Systems,66701.218,Gulf South Pipeline - Mira Station [1005027] -- Petroleum and Natural Gas Systems
1005185,TRANS ALASKA PIPELINE SYSTEM PUMP STATION 3,Other,66599.5,TRANS ALASKA PIPELINE SYSTEM PUMP STATION 3 [1005185] -- Other
1006232,ELBERTA COMPRESSOR STATION,Petroleum and Natural Gas Systems,66566.26,ELBERTA COMPRESSOR STATION [1006232] -- Petroleum and Natural Gas Systems
1003557,TEXAS GAS TRANSMISSION - GREENVILLE STATION,Petroleum and Natural Gas Systems,66408.746,TEXAS GAS TRANSMISSION - GREENVILLE STATION [1003557] -- Petroleum and Natural Gas Systems
1001868,TRUSTEES OF PRINCETON UNIVERSITY,Other,66282.142,TRUSTEES OF PRINCETON UNIVERSITY [1001868] -- Other
1002409,"MEP Station 3 Perryville, LA",Petroleum and Natural Gas Systems,66273.404,"MEP Station 3 Perryville, LA [1002409] -- Petroleum and Natural Gas Systems"
1000592,RUBICON LLC - GEISMAR PLANT,Chemicals,66207.42,RUBICON LLC - GEISMAR PLANT [1000592] -- Chemicals
1002784,FLORIDA GAS TRANSMISSION COMPANY - FRANKLINTON,Petroleum and Natural Gas Systems,66163.128,FLORIDA GAS TRANSMISSION COMPANY - FRANKLINTON [1002784] -- Petroleum and Natural Gas Systems
1000640,Boeing Commercial Airplanes - Everett,Other,66124.498,Boeing Commercial Airplanes - Everett [1000640] -- Other
1005371,Tazewell County Landfill,Waste,66084,Tazewell County Landfill [1005371] -- Waste
1005660,Virginia Tech,Other,66031.752,Virginia Tech [1005660] -- Other
1007192,ALLEN COUNTY PUBLIC WORKS,Waste,65881.834,ALLEN COUNTY PUBLIC WORKS [1007192] -- Waste
1003097,TRINIDAD GAS PROCESSING PLANT,Petroleum and Natural Gas Systems,65802.654,TRINIDAD GAS PROCESSING PLANT [1003097] -- Petroleum and Natural Gas Systems
1005659,CALIFORNIA DAIRIES INC VISALIA,Other,65761.752,CALIFORNIA DAIRIES INC VISALIA [1005659] -- Other
1002790,GREEN VALLEY CHEMICAL CORP,Chemicals,65745.24,GREEN VALLEY CHEMICAL CORP [1002790] -- Chemicals
1005482,Caliche Canyon Landfill,Waste,65654,Caliche Canyon Landfill [1005482] -- Waste
1002664,SHOLEM GAS PLANT,Petroleum and Natural Gas Systems,65652.2,SHOLEM GAS PLANT [1002664] -- Petroleum and Natural Gas Systems
1007970,NORTH 48TH STREET LANDFILL,Waste,65596.85,NORTH 48TH STREET LANDFILL [1007970] -- Waste
1005399,ST. GEORGE CITY POWER: MILLCREEK GENERATION STATION,Power Plants,65481.856,ST. GEORGE CITY POWER: MILLCREEK GENERATION STATION [1005399] -- Power Plants
1004279,"WHEELABRATOR GLOUCESTER COMPANY, L.P.",Waste,65373.226,"WHEELABRATOR GLOUCESTER COMPANY, L.P. [1004279] -- Waste"
1009738,X-FAB Texas Inc.,Other,65366.27797,X-FAB Texas Inc. [1009738] -- Other
1002232,CHRIN BROTHERS LANDFILL,Waste,65361,CHRIN BROTHERS LANDFILL [1002232] -- Waste
1004530,"MGPI of Indiana, LLC",Other,65360.604,"MGPI of Indiana, LLC [1004530] -- Other"
1001901,"USG Interiors, Inc.",Minerals,65289.204,"USG Interiors, Inc. [1001901] -- Minerals"
1006356,PILGRIM'S CORPORATION MOUNT PLEASANT COMPLEX,Other,65245.704,PILGRIM'S CORPORATION MOUNT PLEASANT COMPLEX [1006356] -- Other
1006202,CERTAINTEED GYPSUM & CEILING MFG INC,Minerals,65220.204,CERTAINTEED GYPSUM & CEILING MFG INC [1006202] -- Minerals
1002557,LEE COUNTY LANDFILL,Waste,65177.25,LEE COUNTY LANDFILL [1002557] -- Waste
1003583,DAKOTA MUNICIPAL SOLID WASTE LANDFILL,Waste,65007.942,DAKOTA MUNICIPAL SOLID WASTE LANDFILL [1003583] -- Waste
1005115,COMMONWEALTH AGRI-ENERGY LLC,Other,64908.956,COMMONWEALTH AGRI-ENERGY LLC [1005115] -- Other
1004074,ENOREE LANDFILL,Waste,64869.596,ENOREE LANDFILL [1004074] -- Waste
1004536,"Greif Packaging, LLC",Pulp and Paper,64836.356,"Greif Packaging, LLC [1004536] -- Pulp and Paper"
1006748,Wilkes County Landfill,Waste,64792.75,Wilkes County Landfill [1006748] -- Waste
1006970,Nestle USA Inc. - Anderson,Other,64655.856,Nestle USA Inc. - Anderson [1006970] -- Other
1002738,NORTHERN NATURAL GAS CO-OGDEN COMPRESSOR,Petroleum and Natural Gas Systems,64526.982,NORTHERN NATURAL GAS CO-OGDEN COMPRESSOR [1002738] -- Petroleum and Natural Gas Systems
1008247,TGP Station 325 Sussex,Petroleum and Natural Gas Systems,64514.616,TGP Station 325 Sussex [1008247] -- Petroleum and Natural Gas Systems
1007992,COUNTRYSIDE LANDFILL,Waste,64481.646,COUNTRYSIDE LANDFILL [1007992] -- Waste
1004632,Kohler Co.,Minerals,64409.284,Kohler Co. [1004632] -- Minerals
1004716,J BAR J LANDFILL,Waste,64328.1,J BAR J LANDFILL [1004716] -- Waste
1003242,COVANTA LAKE II INC,Waste,64322.696,COVANTA LAKE II INC [1003242] -- Waste
1004968,WHEELABRATOR HUDSON FALLS LLC,Waste,64213.418,WHEELABRATOR HUDSON FALLS LLC [1004968] -- Waste
1001662,TYLER PIPE COMPANY,Metals,64144.056,TYLER PIPE COMPANY [1001662] -- Metals
1007837,Guadalupe Rubbish Disposal Facility,Waste,64118.2,Guadalupe Rubbish Disposal Facility [1007837] -- Waste
1003158,CROSSTEX PROCESSING SERVICES LLC - RIVERSIDE FRACTIONATION,Natural Gas and Natural Gas Liquids Suppliers,64027.36,CROSSTEX PROCESSING SERVICES LLC - RIVERSIDE FRACTIONATION [1003158] -- Natural Gas and Natural Gas Liquids Suppliers
1005694,CARGILL INC SOY PROCESSING PLANT *,Other,63970.86,CARGILL INC SOY PROCESSING PLANT * [1005694] -- Other
1004222,Essity Professional Hygiene North America LLC,Pulp and Paper,63906.76,Essity Professional Hygiene North America LLC [1004222] -- Pulp and Paper
1006873,"UNIVERSITY OF CALIFORNIA, IRVINE",Other,63896.96,"UNIVERSITY OF CALIFORNIA, IRVINE [1006873] -- Other"
1001817,TINKER AIR FORCE BASE,Other,63882.58,TINKER AIR FORCE BASE [1001817] -- Other
1000881,FRANKLIN COUNTY LANDFILL,Waste,63731,FRANKLIN COUNTY LANDFILL [1000881] -- Waste
1003609,Lenzing Fibers Inc.,Other,63570.76,Lenzing Fibers Inc. [1003609] -- Other
1004018,"MONUMENT CHEMICAL HOUSTON, LLC",Chemicals,63500.46,"MONUMENT CHEMICAL HOUSTON, LLC [1004018] -- Chemicals"
1004740,BASIC AMERICAN FOODS,Other,63061.312,BASIC AMERICAN FOODS [1004740] -- Other
1009064,Pasadena Plant,Chemicals,62929.064,Pasadena Plant [1009064] -- Chemicals
1005261,NEWSVT LANDFILL,Waste,62901.9,NEWSVT LANDFILL [1005261] -- Waste
1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Waste,62777.74,REGIONAL WASTE SYSTEMS INCORPORATED [1005673] -- Waste
1005146,ROBARDS PROCESSING - TYSON CHICKEN INC.,Other,62614.364,ROBARDS PROCESSING - TYSON CHICKEN INC. [1005146] -- Other
1005732,PORT TOWNSEND PAPER CORP,Pulp and Paper,62519.286,PORT TOWNSEND PAPER CORP [1005732] -- Pulp and Paper
1002923,"KMTP Station 553 Katy, TX",Petroleum and Natural Gas Systems,62482.98,"KMTP Station 553 Katy, TX [1002923] -- Petroleum and Natural Gas Systems"
1006265,PG&E GERBER COMPRESSOR STATION,Petroleum and Natural Gas Systems,62464.274,PG&E GERBER COMPRESSOR STATION [1006265] -- Petroleum and Natural Gas Systems
1002849,"MEP Station 4 Vicksburg, MS",Petroleum and Natural Gas Systems,62462.97,"MEP Station 4 Vicksburg, MS [1002849] -- Petroleum and Natural Gas Systems"
1004629,NEW YORK UNIVERSITY CENTRAL PLANT,Other,62399.602,NEW YORK UNIVERSITY CENTRAL PLANT [1004629] -- Other
1007543,Lone Cactus Landfill,Waste,62395,Lone Cactus Landfill [1007543] -- Waste
1005806,KERN RIVER GAS TRANSMISSION CO: COYOTE CREEK COMPRESSOR STATION,Petroleum and Natural Gas Systems,62382.922,KERN RIVER GAS TRANSMISSION CO: COYOTE CREEK COMPRESSOR STATION [1005806] -- Petroleum and Natural Gas Systems
1006243,DAL-ITALIA,Minerals,62255.416,DAL-ITALIA [1006243] -- Minerals
1003850,"NISSAN NORTH AMERICA, INC.",Other,62102.516,"NISSAN NORTH AMERICA, INC. [1003850] -- Other"
1002074,Huron Energy,Other,61951.016,Huron Energy [1002074] -- Other
1006286,CITY OF CHATTANOOGA SUMMIT LANDFILL,Waste,61926.75,CITY OF CHATTANOOGA SUMMIT LANDFILL [1006286] -- Waste
1003930,OWENSBORO GRAIN CO,Other,61798.468,OWENSBORO GRAIN CO [1003930] -- Other
1001988,"EPNG Station 6335 Hueco, TX",Petroleum and Natural Gas Systems,61724.884,"EPNG Station 6335 Hueco, TX [1001988] -- Petroleum and Natural Gas Systems"
1007514,ABBVIE LTD.,Chemicals,61699.468,ABBVIE LTD. [1007514] -- Chemicals
1006050,OWENS-BROCKWAY GLASS CONTAINER INC. PlANT 26,Minerals,61678.888,OWENS-BROCKWAY GLASS CONTAINER INC. PlANT 26 [1006050] -- Minerals
1003478,BERKELEY COUNTY LANDFILL,Waste,61644.5,BERKELEY COUNTY LANDFILL [1003478] -- Waste
1000020,Ardagh Glass Inc. (Port Allegany),Minerals,61642.128,Ardagh Glass Inc. (Port Allegany) [1000020] -- Minerals
1005385,ARCELORMITTAL TUBULAR PRODUCTS USA LLC,Metals,61586.568,ARCELORMITTAL TUBULAR PRODUCTS USA LLC [1005385] -- Metals
